time_spent,app_switches,hour_of_day,day_of_week,violations,session_gap,previous_usage,focus_sessions,addiction_score,relapse_risk,label,interaction_intensity,discipline_score,usage_pressure,night_flag
84,8,6,3,3,22,114,3,7.12,0,focused,672,15,4.956521739130435,0
30,5,17,1,0,42,87,2,1.9,1,distracted,150,20,2.0232558139534884,0
144,33,3,4,3,9,239,1,13.919999999999998,0,addicted,4752,-5,23.9,1
195,18,1,2,3,9,211,1,12.45,0,addicted,3510,-5,21.1,1
28,3,13,6,1,25,24,5,2.44,0,distracted,84,45,0.9230769230769231,0
62,2,12,3,1,42,53,4,3.2599999999999993,0,focused,124,35,1.2325581395348837,0
56,3,11,3,1,43,26,1,3.28,0,distracted,168,5,0.5909090909090909,0
185,7,6,0,1,16,174,1,7.95,0,focused,1295,5,10.235294117647058,0
221,21,1,0,4,9,200,0,14.830000000000002,0,addicted,4641,-20,20.0,1
17,3,12,3,0,55,79,5,1.1099999999999999,0,focused,51,50,1.4107142857142858,0
16,2,13,1,0,42,61,1,0.8800000000000001,1,focused,32,10,1.4186046511627908,0
25,5,16,2,1,39,55,2,2.75,0,focused,125,15,1.375,0
32,16,8,6,0,11,160,0,4.16,1,distracted,512,0,13.333333333333334,0
23,4,16,0,0,51,15,1,1.4899999999999998,0,focused,92,10,0.28846153846153844,0
142,4,7,6,2,24,103,2,7.06,0,addicted,568,10,4.12,0
299,11,1,1,2,9,228,1,13.169999999999998,1,distracted,3289,0,22.8,1
365,23,23,6,4,1,329,0,19.55,0,addicted,8395,-20,164.5,1
13,4,12,4,0,51,18,2,1.19,0,distracted,52,20,0.34615384615384615,0
369,31,2,0,5,3,224,0,22.27,0,distracted,11439,-25,56.0,1
24,5,15,1,0,23,39,5,1.72,0,focused,120,50,1.625,0
48,9,5,1,3,26,112,3,6.24,0,addicted,432,15,4.148148148148148,0
103,13,18,2,2,18,69,1,7.69,0,focused,1339,0,3.6315789473684212,0
111,4,6,2,2,5,104,1,6.13,0,focused,444,0,17.333333333333332,0
18,7,9,4,0,36,108,5,1.94,0,focused,126,50,2.918918918918919,0
62,6,8,1,2,15,58,3,5.06,0,focused,372,20,3.625,0
195,10,1,5,4,9,359,1,11.85,0,addicted,1950,-10,35.9,1
35,5,14,1,0,59,76,2,2.05,0,focused,175,20,1.2666666666666666,0
179,16,4,2,4,4,170,0,12.569999999999999,0,addicted,2864,-20,34.0,1
65,11,21,5,1,25,195,2,5.15,0,distracted,715,15,7.5,0
147,17,3,0,2,5,358,1,9.809999999999999,0,addicted,2499,0,59.666666666666664,1
60,17,19,0,1,6,155,2,6.2,1,addicted,1020,15,22.142857142857142,0
323,28,3,6,3,3,199,0,18.29,0,addicted,9044,-15,49.75,1
32,4,17,3,1,33,29,5,2.7600000000000002,0,distracted,128,45,0.8529411764705882,0
308,33,3,2,3,9,322,1,18.839999999999996,0,addicted,10164,-5,32.2,1
77,2,16,3,1,39,63,5,3.7099999999999995,0,distracted,154,45,1.575,0
51,1,11,5,0,57,44,3,1.7299999999999998,0,distracted,51,30,0.7586206896551724,0
94,16,21,2,0,7,73,0,6.0200000000000005,0,distracted,1504,0,9.125,0
23,4,16,4,1,59,32,3,2.4899999999999998,0,distracted,92,25,0.5333333333333333,0
75,7,9,1,0,36,112,4,3.65,0,focused,525,40,3.027027027027027,0
52,14,21,4,2,25,113,1,6.36,0,distracted,728,0,4.346153846153846,0
188,10,0,5,3,4,347,0,10.64,1,distracted,1880,-15,69.4,1
138,10,21,2,2,17,114,1,8.14,0,focused,1380,0,6.333333333333333,0
198,29,23,5,3,2,399,0,14.74,0,addicted,5742,-15,133.0,1
77,4,17,1,0,36,104,2,3.11,0,focused,308,20,2.810810810810811,0
15,6,17,0,1,34,77,1,2.65,0,focused,90,5,2.2,0
16,3,13,0,1,45,67,2,2.08,0,focused,48,15,1.4565217391304348,0
22,3,14,5,0,43,66,5,1.26,0,focused,66,50,1.5,0
28,7,11,3,0,24,53,1,2.2399999999999998,0,focused,196,10,2.12,0
124,31,3,2,3,1,152,1,12.919999999999998,1,addicted,3844,-5,76.0,1
354,20,2,2,2,6,341,0,16.619999999999997,0,addicted,7080,-10,48.714285714285715,1
54,18,19,0,3,19,180,2,8.22,0,focused,972,5,9.0,0
47,7,11,6,0,26,99,3,2.81,0,focused,329,30,3.6666666666666665,0
84,16,6,4,0,24,139,2,5.720000000000001,0,focused,1344,20,5.56,0
21,2,10,6,1,53,61,1,2.0300000000000002,0,focused,42,5,1.1296296296296295,0
391,30,0,1,5,2,287,0,22.73,0,addicted,11730,-25,95.66666666666667,1
97,5,5,4,1,16,195,2,4.909999999999999,0,addicted,485,15,11.470588235294118,0
51,2,14,4,1,28,100,2,2.9299999999999997,0,focused,102,15,3.4482758620689653,0
26,5,14,5,1,31,104,1,2.7800000000000002,0,focused,130,5,3.25,0
75,19,18,0,1,12,54,2,7.05,0,distracted,1425,15,4.153846153846154,0
25,1,10,6,1,46,16,4,1.95,1,focused,25,35,0.3404255319148936,0
354,24,22,6,3,6,203,1,18.419999999999998,0,addicted,8496,-5,29.0,1
384,17,1,0,3,3,200,1,17.919999999999998,0,distracted,6528,-5,50.0,1
12,3,13,6,0,48,19,4,0.96,0,distracted,36,40,0.3877551020408163,0
335,18,1,0,4,8,212,1,17.65,1,addicted,6030,-10,23.555555555555557,1
243,22,3,5,3,6,394,0,14.689999999999998,0,addicted,5346,-15,56.285714285714285,1
29,6,16,3,0,33,17,5,2.07,0,focused,174,50,0.5,0
361,28,2,4,5,3,277,0,21.43,0,distracted,10108,-25,69.25,1
64,7,12,5,1,35,51,5,4.32,0,focused,448,45,1.4166666666666667,0
67,19,8,2,0,20,103,1,5.81,0,distracted,1273,10,4.904761904761905,0
91,6,6,1,0,25,161,0,3.9299999999999997,0,distracted,546,0,6.1923076923076925,0
11,1,14,3,0,37,57,1,0.53,0,focused,11,10,1.5,0
337,13,22,2,3,3,315,0,15.709999999999999,0,distracted,4381,-15,78.75,1
54,7,10,4,0,59,115,1,3.02,1,focused,378,10,1.9166666666666667,0
106,18,19,6,0,13,55,0,6.779999999999999,0,focused,1908,0,3.9285714285714284,0
287,18,1,0,2,8,321,1,14.209999999999999,0,addicted,5166,0,35.666666666666664,1
58,4,14,4,1,33,39,2,3.54,1,focused,232,15,1.1470588235294117,0
61,1,13,5,0,34,29,5,2.0300000000000002,1,distracted,61,50,0.8285714285714286,0
125,7,19,1,0,22,51,3,5.15,0,focused,875,30,2.217391304347826,0
141,8,21,5,1,12,168,0,6.83,0,distracted,1128,-5,12.923076923076923,0
27,1,10,3,1,34,114,1,2.0100000000000002,0,focused,27,5,3.257142857142857,0
183,11,2,3,3,6,321,0,10.690000000000001,0,addicted,2013,-15,45.857142857142854,1
51,3,16,1,1,21,43,1,3.13,0,distracted,153,5,1.9545454545454546,0
18,2,11,2,0,59,48,1,0.9399999999999998,1,focused,36,10,0.8,0
134,13,23,2,5,7,214,1,11.62,0,addicted,1742,-15,26.75,1
110,9,20,3,1,16,146,3,6.1,0,focused,990,25,8.588235294117647,0
78,1,14,3,0,25,46,2,2.54,0,focused,78,20,1.7692307692307692,0
78,2,15,6,0,32,85,5,2.7399999999999998,0,distracted,156,50,2.5757575757575757,0
338,27,4,0,2,2,367,0,17.54,0,addicted,9126,-10,122.33333333333333,1
118,17,19,6,0,12,198,0,6.94,1,focused,2006,0,15.23076923076923,0
120,10,5,6,1,26,122,0,6.6,0,focused,1200,-5,4.518518518518518,0
56,8,18,2,1,12,152,0,4.279999999999999,0,addicted,448,-5,11.692307692307692,0
163,16,4,1,5,7,384,1,13.09,0,addicted,2608,-15,48.0,1
189,32,2,2,4,8,297,0,16.07,1,distracted,6048,-20,33.0,1
358,23,0,0,2,8,166,1,17.339999999999996,0,addicted,8234,0,18.444444444444443,1
191,16,5,5,2,17,152,1,10.93,0,distracted,3056,0,8.444444444444445,0
34,4,14,3,1,37,15,2,2.82,0,distracted,136,15,0.39473684210526316,0
197,12,1,3,5,1,321,1,13.309999999999999,0,addicted,2364,-15,160.5,1
365,28,2,0,2,7,259,0,18.55,0,addicted,10220,-10,32.375,1
16,1,16,6,1,44,58,4,1.6800000000000002,0,distracted,16,35,1.288888888888889,0
247,12,23,1,3,8,396,0,12.809999999999999,0,distracted,2964,-15,44.0,1
75,6,11,3,0,21,43,3,3.45,0,focused,450,30,1.9545454545454546,0
45,3,17,4,0,39,30,1,1.95,0,focused,135,10,0.75,0
28,1,14,6,1,47,73,4,2.04,0,focused,28,35,1.5208333333333333,0
57,2,11,3,0,28,48,4,2.11,1,focused,114,40,1.6551724137931034,0
73,4,15,4,0,31,71,5,2.9899999999999998,0,focused,292,50,2.21875,0
71,9,7,0,1,9,130,1,4.93,0,focused,639,5,13.0,0
59,2,13,0,0,25,59,2,2.17,0,distracted,118,20,2.269230769230769,0
67,3,16,6,1,56,57,1,3.6099999999999994,0,distracted,201,5,1.0,0
85,7,20,3,0,22,128,1,3.95,0,addicted,595,10,5.565217391304348,0
189,15,7,2,2,28,134,1,10.669999999999998,0,distracted,2835,0,4.620689655172414,0
26,2,14,4,0,39,47,3,1.1800000000000002,0,focused,52,30,1.175,0
36,3,13,1,0,35,96,4,1.6799999999999997,0,distracted,108,40,2.6666666666666665,0
76,2,17,3,1,57,57,4,3.6799999999999997,0,focused,152,35,0.9827586206896551,0
111,16,19,1,1,6,114,3,7.529999999999999,0,addicted,1776,25,16.285714285714285,0
52,8,6,3,3,7,111,3,6.16,1,addicted,416,15,13.875,0
288,29,2,2,3,6,224,0,17.439999999999998,0,distracted,8352,-15,32.0,1
60,5,11,2,1,20,113,1,3.8,0,distracted,300,5,5.380952380952381,0
190,17,20,6,0,25,180,1,9.1,0,focused,3230,10,6.923076923076923,0
263,33,23,6,2,3,208,1,16.49,0,distracted,8679,0,52.0,1
331,17,2,2,2,5,209,1,15.330000000000002,0,distracted,5627,0,34.833333333333336,1
152,12,19,5,3,8,120,2,9.959999999999999,0,distracted,1824,5,13.333333333333334,0
33,4,13,2,0,27,63,1,1.7899999999999998,0,focused,132,10,2.25,0
57,7,14,0,1,23,93,5,4.109999999999999,0,distracted,399,45,3.875,0
14,3,13,0,0,34,79,3,1.02,0,focused,42,30,2.257142857142857,0
31,14,6,5,3,23,98,1,6.7299999999999995,0,addicted,434,-5,4.083333333333333,0
46,2,16,4,0,28,97,4,1.7799999999999998,0,focused,92,40,3.3448275862068964,0
67,7,11,1,0,50,116,1,3.4099999999999993,0,focused,469,10,2.2745098039215685,0
199,12,19,3,2,16,122,0,10.37,0,distracted,2388,-10,7.176470588235294,0
318,16,3,3,2,3,227,0,14.739999999999998,0,addicted,5088,-10,56.75,1
119,15,8,5,1,13,164,1,7.5699999999999985,0,distracted,1785,5,11.714285714285714,0
63,9,5,0,1,17,182,1,4.6899999999999995,0,focused,567,5,10.11111111111111,0
38,7,15,6,1,45,88,1,3.54,0,focused,266,5,1.9130434782608696,0
76,16,21,3,1,14,175,0,6.4799999999999995,0,focused,1216,-5,11.666666666666666,0
172,13,21,0,0,5,188,2,7.76,0,distracted,2236,20,31.333333333333332,0
159,17,20,4,2,26,122,2,10.169999999999998,0,addicted,2703,10,4.518518518518518,0
76,15,20,1,0,5,108,1,5.279999999999999,0,focused,1140,10,18.0,0
265,27,1,4,5,1,181,0,18.35,0,distracted,7155,-25,90.5,1
219,30,23,5,3,5,293,1,15.569999999999999,0,distracted,6570,-5,48.833333333333336,1
117,16,7,2,2,7,130,1,8.709999999999999,0,focused,1872,0,16.25,0
56,7,10,2,1,43,75,3,4.08,0,focused,392,25,1.7045454545454546,0
46,5,12,2,0,26,105,2,2.38,0,focused,230,20,3.888888888888889,0
22,4,16,4,1,37,107,2,2.46,0,focused,88,15,2.8157894736842106,0
71,3,7,3,2,20,64,0,4.7299999999999995,1,addicted,213,-10,3.0476190476190474,0
174,12,20,1,1,9,89,1,8.62,0,addicted,2088,5,8.9,0
22,1,17,2,1,22,21,1,1.86,1,distracted,22,5,0.9130434782608695,0
26,4,17,5,0,36,43,3,1.58,0,distracted,104,30,1.162162162162162,0
63,2,13,5,1,58,42,1,3.29,0,focused,126,5,0.711864406779661,0
10,5,14,2,0,29,104,4,1.3,1,distracted,50,40,3.466666666666667,0
148,18,5,2,2,17,163,3,10.040000000000001,1,distracted,2664,20,9.055555555555555,0
75,2,10,1,0,56,34,4,2.65,0,distracted,150,40,0.5964912280701754,0
62,3,12,2,1,27,57,3,3.4599999999999995,0,focused,186,25,2.0357142857142856,0
224,25,0,1,4,6,335,1,15.719999999999999,0,distracted,5600,-10,47.857142857142854,1
47,17,5,5,3,8,58,3,7.81,0,addicted,799,15,6.444444444444445,0
93,17,8,2,3,6,173,2,9.190000000000001,0,focused,1581,5,24.714285714285715,0
129,3,7,4,2,13,130,1,6.469999999999999,0,focused,387,0,9.285714285714286,0
36,1,10,6,1,38,97,1,2.28,1,focused,36,5,2.4871794871794872,0
108,19,21,4,1,11,120,3,8.040000000000001,0,addicted,2052,25,10.0,0
141,18,18,5,2,29,160,2,9.83,0,addicted,2538,10,5.333333333333333,0
240,30,23,1,4,9,246,1,17.2,1,distracted,7200,-10,24.6,1
91,6,8,4,2,23,59,3,5.93,0,focused,546,20,2.4583333333333335,0
14,2,16,1,1,31,68,5,1.8199999999999998,0,distracted,28,45,2.125,0
10,6,11,4,1,20,20,2,2.5,0,focused,60,15,0.9523809523809523,0
69,3,13,4,1,25,37,5,3.6700000000000004,0,focused,207,45,1.4230769230769231,0
26,6,14,1,0,29,93,2,1.98,0,focused,156,20,3.1,0
34,4,15,3,1,35,42,3,2.82,0,focused,136,25,1.1666666666666667,0
175,17,21,4,0,16,99,0,8.65,0,distracted,2975,0,5.823529411764706,0
119,10,21,2,2,6,196,3,7.5699999999999985,0,focused,1190,20,28.0,0
120,15,19,6,2,24,98,2,8.6,0,distracted,1800,10,3.92,0
245,30,0,5,2,5,261,0,15.35,0,distracted,7350,-10,43.5,1
24,2,9,3,0,29,111,5,1.1199999999999999,0,focused,48,50,3.7,0
57,8,7,1,1,27,65,0,4.31,1,focused,456,-5,2.3214285714285716,0
49,3,17,3,1,44,109,1,3.07,0,distracted,147,5,2.422222222222222,0
210,11,0,0,4,1,162,1,12.5,1,distracted,2310,-10,81.0,1
190,17,1,0,3,7,265,0,12.1,0,addicted,3230,-15,33.125,1
274,10,0,4,2,8,310,1,12.22,0,distracted,2740,0,34.44444444444444,1
204,34,0,4,3,8,172,0,15.919999999999998,1,addicted,6936,-15,19.11111111111111,1
133,14,8,2,3,5,192,2,9.790000000000001,0,distracted,1862,5,32.0,0
44,3,12,6,1,53,72,4,2.92,0,distracted,132,35,1.3333333333333333,0
353,31,0,5,4,1,210,0,20.79,0,addicted,10943,-20,105.0,1
57,7,12,3,1,42,98,3,4.109999999999999,0,distracted,399,25,2.2790697674418605,0
158,15,19,0,2,25,141,1,9.74,0,focused,2370,0,5.423076923076923,0
156,5,21,4,3,8,182,1,8.68,0,distracted,780,-5,20.22222222222222,0
41,5,6,5,2,22,89,1,4.2299999999999995,0,focused,205,0,3.869565217391304,0
206,22,1,3,2,3,295,0,12.58,0,addicted,4532,-10,73.75,1
195,11,5,4,1,19,186,2,9.05,0,addicted,2145,15,9.3,0
55,4,6,4,1,10,118,0,3.45,0,focused,220,-5,10.727272727272727,0
37,2,13,0,0,42,55,1,1.51,0,focused,74,10,1.2790697674418605,0
12,5,17,0,0,38,51,2,1.3599999999999999,0,focused,60,20,1.3076923076923077,0
69,5,14,4,0,53,110,1,3.07,0,focused,345,10,2.037037037037037,0
272,31,1,1,4,9,344,0,18.36,0,addicted,8432,-20,34.4,1
32,5,9,4,1,27,46,5,2.96,0,focused,160,45,1.6428571428571428,0
397,14,22,5,3,5,275,0,17.71,1,addicted,5558,-15,45.833333333333336,1
59,4,11,4,0,38,16,5,2.57,1,distracted,236,50,0.41025641025641024,0
64,1,16,2,1,51,49,5,3.12,0,focused,64,45,0.9423076923076923,0
178,19,7,6,2,24,186,2,11.14,0,focused,3382,10,7.44,0
39,1,10,2,1,43,56,3,2.37,0,focused,39,25,1.2727272727272727,0
349,22,2,2,5,1,246,0,19.869999999999997,0,addicted,7678,-25,123.0,1
79,9,5,1,3,12,95,2,7.17,0,distracted,711,5,7.3076923076923075,0
37,3,8,1,0,6,127,0,1.7100000000000002,0,distracted,111,0,18.142857142857142,0
103,5,5,4,3,10,136,0,7.090000000000001,0,focused,515,-15,12.363636363636363,0
176,16,8,2,0,15,77,0,8.48,0,focused,2816,0,4.8125,0
46,15,6,1,1,14,188,0,5.38,0,focused,690,-5,12.533333333333333,0
188,18,8,0,2,9,149,2,11.24,0,addicted,3384,10,14.9,0
24,5,17,4,0,23,31,1,1.72,0,focused,120,10,1.2916666666666667,0
26,2,11,5,1,49,95,4,2.18,0,distracted,52,35,1.9,0
163,7,7,6,2,13,124,1,8.290000000000001,0,distracted,1141,0,8.857142857142858,0
172,11,7,3,3,23,107,0,10.36,0,addicted,1892,-15,4.458333333333333,0
24,3,17,4,1,38,72,4,2.32,0,focused,72,35,1.8461538461538463,0
174,19,19,3,1,23,114,2,10.02,0,focused,3306,15,4.75,0
78,7,14,2,1,55,40,3,4.74,0,distracted,546,25,0.7142857142857143,0
173,15,6,6,0,25,56,0,8.190000000000001,0,addicted,2595,0,2.1538461538461537,0
49,6,10,3,0,49,19,4,2.67,1,focused,294,40,0.38,0
138,19,19,2,3,11,139,1,10.940000000000001,0,distracted,2622,-5,11.583333333333334,0
52,3,15,0,1,52,109,1,3.16,0,focused,156,5,2.056603773584906,0
136,21,3,3,3,6,300,0,11.28,0,addicted,2856,-15,42.857142857142854,1
97,16,5,6,2,17,106,1,8.11,1,focused,1552,0,5.888888888888889,0
131,11,21,4,3,23,160,2,9.129999999999999,0,focused,1441,5,6.666666666666667,0
144,20,2,2,2,8,358,0,10.319999999999999,0,addicted,2880,-10,39.77777777777778,1
192,16,8,4,2,11,132,2,10.959999999999999,0,distracted,3072,10,11.0,0
31,6,9,6,1,46,30,1,3.13,0,focused,186,5,0.6382978723404256,0
63,7,13,1,0,38,51,4,3.29,0,focused,441,40,1.3076923076923077,0
48,7,10,2,1,34,85,4,3.84,0,focused,336,35,2.4285714285714284,0
77,2,17,3,0,38,71,2,2.71,0,distracted,154,20,1.8205128205128205,0
156,14,21,2,2,19,125,3,9.48,0,addicted,2184,20,6.25,0
34,7,11,4,1,42,20,2,3.4200000000000004,0,distracted,238,15,0.46511627906976744,0
370,20,22,0,4,3,294,1,19.1,0,distracted,7400,-10,73.5,1
22,5,11,2,1,26,10,1,2.66,0,focused,110,5,0.37037037037037035,0
73,3,12,3,1,36,77,4,3.79,0,focused,219,35,2.081081081081081,0
54,2,12,1,1,43,88,1,3.02,0,distracted,108,5,2.0,0
128,17,18,5,2,27,50,1,9.24,0,focused,2176,0,1.7857142857142858,0
94,7,18,0,2,21,99,1,6.220000000000001,0,focused,658,0,4.5,0
176,31,22,1,3,2,388,0,14.48,0,addicted,5456,-15,129.33333333333334,1
63,2,13,2,0,52,40,4,2.29,0,distracted,126,40,0.7547169811320755,0
137,17,3,4,4,4,168,1,11.51,0,addicted,2329,-10,33.6,1
22,5,12,6,1,53,38,4,2.66,1,distracted,110,35,0.7037037037037037,0
174,18,7,4,0,28,168,2,8.819999999999999,0,distracted,3132,20,5.793103448275862,0
240,10,22,3,4,3,155,1,13.2,1,addicted,2400,-10,38.75,1
131,10,20,4,1,19,127,3,6.93,0,focused,1310,25,6.35,0
347,33,22,0,3,4,327,1,20.009999999999998,0,addicted,11451,-5,65.4,1
173,17,18,4,1,11,135,3,9.59,0,focused,2941,25,11.25,0
74,3,11,3,0,31,85,5,2.82,0,focused,222,50,2.65625,0
58,4,17,5,1,51,108,4,3.54,1,focused,232,35,2.076923076923077,0
194,13,5,2,3,9,152,1,11.419999999999998,0,addicted,2522,-5,15.2,0
75,3,17,6,0,39,46,1,2.85,0,focused,225,10,1.15,0
197,9,18,2,0,19,91,3,7.709999999999999,1,distracted,1773,30,4.55,0
187,11,21,4,2,26,89,2,9.809999999999999,0,addicted,2057,10,3.2962962962962963,0
371,16,4,1,5,9,258,0,19.330000000000002,0,distracted,5936,-25,25.8,1
171,25,23,2,4,4,338,1,14.13,1,addicted,4275,-10,67.6,1
31,8,8,5,3,15,89,0,5.529999999999999,0,focused,248,-15,5.5625,0
182,21,2,4,2,4,178,0,11.66,0,addicted,3822,-10,35.6,1
54,2,9,6,0,41,19,1,2.02,0,focused,108,10,0.4523809523809524,0
135,16,18,3,1,25,136,0,8.25,0,focused,2160,-5,5.230769230769231,0
285,21,2,5,5,8,261,1,17.75,0,addicted,5985,-15,29.0,1
144,16,21,4,1,13,80,2,8.52,0,distracted,2304,15,5.714285714285714,0
60,5,14,5,1,56,76,2,3.8,0,focused,300,15,1.3333333333333333,0
151,26,0,2,2,1,347,0,11.73,0,addicted,3926,-10,173.5,1
114,4,6,6,0,13,197,1,4.22,1,focused,456,10,14.071428571428571,0
39,5,11,3,1,46,25,5,3.17,0,distracted,195,45,0.5319148936170213,0
31,6,16,4,0,38,44,2,2.13,0,focused,186,20,1.1282051282051282,0
32,4,20,0,0,22,51,2,1.7600000000000002,0,focused,128,20,2.217391304347826,0
343,27,23,3,4,4,172,0,19.689999999999998,1,addicted,9261,-20,34.4,1
86,3,19,0,0,18,86,3,3.18,0,focused,258,30,4.526315789473684,0
138,18,4,5,2,5,366,1,9.74,0,addicted,2484,0,61.0,1
231,25,3,1,5,7,167,1,16.93,0,distracted,5775,-15,20.875,1
34,5,11,3,1,20,71,3,3.02,0,distracted,170,25,3.380952380952381,0
40,8,19,5,0,22,141,0,2.8,1,focused,320,0,6.130434782608695,0
235,30,23,0,3,6,314,1,16.05,0,addicted,7050,-5,44.857142857142854,1
62,5,17,2,1,22,22,4,3.8599999999999994,0,distracted,310,35,0.9565217391304348,0
16,1,16,2,1,33,72,1,1.6800000000000002,0,focused,16,5,2.1176470588235294,0
166,15,18,1,3,9,79,0,10.98,0,addicted,2490,-15,7.9,0
164,16,8,3,1,20,183,1,9.12,0,focused,2624,5,8.714285714285714,0
165,15,3,3,5,8,216,1,12.95,1,addicted,2475,-15,24.0,1
38,14,20,3,1,14,93,1,4.9399999999999995,0,distracted,532,5,6.2,0
335,34,1,5,5,5,397,1,21.85,0,addicted,11390,-15,66.16666666666667,1
341,33,3,6,3,2,289,0,19.830000000000002,0,addicted,11253,-15,96.33333333333333,1
381,10,1,6,3,4,306,1,16.43,0,addicted,3810,-5,61.2,1
17,7,14,1,1,52,22,3,2.91,0,focused,119,25,0.41509433962264153,0
258,16,1,3,3,5,363,1,13.939999999999998,1,addicted,4128,-5,60.5,1
253,27,3,5,2,4,288,0,14.989999999999998,1,addicted,6831,-10,57.6,1
40,5,5,2,2,12,163,2,4.2,0,addicted,200,10,12.538461538461538,0
187,10,6,0,2,5,133,0,9.61,0,focused,1870,-10,22.166666666666668,0
68,7,9,5,1,42,79,2,4.4399999999999995,0,distracted,476,15,1.8372093023255813,0
89,15,18,6,2,16,190,3,7.67,0,addicted,1335,20,11.176470588235293,0
192,15,18,6,3,23,110,1,11.76,0,distracted,2880,-5,4.583333333333333,0
150,10,21,2,0,21,81,1,6.5,0,addicted,1500,10,3.6818181818181817,0
22,5,11,2,1,31,22,2,2.66,0,focused,110,15,0.6875,0
264,33,2,0,2,2,328,1,16.52,1,addicted,8712,0,109.33333333333333,1
30,5,12,2,0,45,22,5,1.9,0,focused,150,50,0.4782608695652174,0
31,7,17,1,1,59,118,5,3.3299999999999996,0,focused,217,45,1.9666666666666666,0
92,14,7,0,2,28,186,0,7.56,0,addicted,1288,-10,6.413793103448276,0
148,8,20,2,1,14,161,2,7.040000000000001,1,focused,1184,15,10.733333333333333,0
40,2,14,4,1,47,77,5,2.6,0,distracted,80,45,1.6041666666666667,0
294,11,0,5,5,4,278,0,16.02,0,addicted,3234,-25,55.6,1
376,20,2,2,5,7,300,0,20.28,0,distracted,7520,-25,37.5,1
